NAME,PLACE_KEY,CAPITAL,POPULATION,PCLASS,STATE_NAME,STATE
Klawock,0220140400,N,722,1,Alaska,AK
Klukwan,0223240510,N,0,1,Alaska,AK
Knik-Fairview,0217040645,N,7500,2,Alaska,AK
Knik River,0217040670,N,2500,2,Alaska,AK
Kobuk,0218840840,N,69,1,Alaska,AK
Kodiak,0215040950,N,6365,2,Alaska,AK
Kodiak Station,0215041210,N,2500,2,Alaska,AK
Kokhanok,0216441270,N,0,1,Alaska,AK
Kokhanok,0216441280,N,2500,2,Alaska,AK
Koliganek,0207041500,N,2500,2,Alaska,AK
Kongiganak,0205041610,N,2500,2,Alaska,AK
Kotlik,0227041720,N,461,1,Alaska,AK
Kotzebue,0218841830,N,2751,2,Alaska,AK
Koyuk,0218041940,N,231,1,Alaska,AK
Koyukuk,0229042050,N,126,1,Alaska,AK
Kupreanof,0228042160,N,2500,2,Alaska,AK
Kwethluk,0205042380,N,558,1,Alaska,AK
Kwigillingok,0205042490,N,2500,2,Alaska,AK
Lake Louise,0217042805,N,2500,2,Alaska,AK
Lake Minchumina,0229042820,N,2500,2,Alaska,AK
Lakes,0217042832,N,7500,2,Alaska,AK
Larsen Bay,0215043040,N,147,1,Alaska,AK
Lazy Mountain,0217043260,N,2500,2,Alaska,AK
Levelock,0216443810,N,2500,2,Alaska,AK
Lime Village,0205044030,N,2500,2,Alaska,AK
Livengood,0229044580,N,2500,2,Alaska,AK
Lowell Point,0212245295,N,2500,2,Alaska,AK
Lower Kalskag,0205045460,N,291,1,Alaska,AK
Lutak,0210045700,N,2500,2,Alaska,AK
McCarthy,0226145790,N,2500,2,Alaska,AK
McGrath,0229046010,N,528,1,Alaska,AK
McKinley Park,0206846560,N,2500,2,Alaska,AK
Manley Hot Springs,0229046780,N,2500,2,Alaska,AK
Manokotak,0207046890,N,385,1,Alaska,AK
Marshall,0227047000,N,273,1,Alaska,AK
Meadow Lakes,0217047735,N,2500,2,Alaska,AK
Mekoryuk,0205047990,N,177,1,Alaska,AK
Mendeltna,0226148200,N,2500,2,Alaska,AK
Mentasta Lake,0226148540,N,2500,2,Alaska,AK
Metlakatla,0220148870,N,2500,2,Alaska,AK
Meyers Chuck,0220148980,N,2500,2,Alaska,AK
Miller Landing,0212249435,N,2500,2,Alaska,AK
Minto,0229049530,N,2500,2,Alaska,AK
Moose Creek,0209050080,N,2500,2,Alaska,AK
Moose Pass,0212250190,N,2500,2,Alaska,AK
Mosquito Lake,0210050800,N,2500,2,Alaska,AK
Mountain Village,0227051180,N,674,1,Alaska,AK
Mud Bay,0210051455,N,2500,2,Alaska,AK
Naknek,0206052060,N,2500,2,Alaska,AK
Nanwalek,0212252210,N,2500,2,Alaska,AK
Napakiak,0205052390,N,318,1,Alaska,AK
Napaskiak,0205052720,N,328,1,Alaska,AK
Naukati Bay,0220152845,N,2500,2,Alaska,AK
Nelchina,0226152915,N,2500,2,Alaska,AK
Nelson Lagoon,0201352940,N,2500,2,Alaska,AK
Nenana,0229053050,N,2500,2,Alaska,AK
New Allakaket,0229053162,N,2500,2,Alaska,AK
Newhalen,0216453270,N,2500,2,Alaska,AK
New Stuyahok,0207053710,N,391,1,Alaska,AK
Newtok,0205053820,N,2500,2,Alaska,AK
Nightmute,0205053930,N,2500,2,Alaska,AK
Nikiski,0212254050,N,2500,2,Alaska,AK
Nikolaevsk,0212254085,N,2500,2,Alaska,AK
Nikolai,0229054150,N,109,1,Alaska,AK
Nikolski,0201654260,N,2500,2,Alaska,AK
Ninilchik,0212254480,N,2500,2,Alaska,AK
Noatak,0218854700,N,2500,2,Alaska,AK
Nome,0218054920,N,3500,2,Alaska,AK
Nondalton,0216455030,N,178,1,Alaska,AK
Noorvik,0218855140,N,531,1,Alaska,AK
North Pole,0209055910,N,1456,1,Alaska,AK
Northway,0224056220,N,2500,2,Alaska,AK
Northway Junction,0224056250,N,2500,2,Alaska,AK
Northway Village,0224056260,N,2500,2,Alaska,AK
Nuiqsut,0218556320,N,354,1,Alaska,AK
Nulato,0229056350,N,359,1,Alaska,AK
Nunapitchuk,0218056680,N,378,1,Alaska,AK
Old Harbor,0215057340,N,284,1,Alaska,AK
Oscarville,0205058330,N,2500,2,Alaska,AK
Ouzinkie,0215058550,N,209,1,Alaska,AK
Palmer,0217058660,N,2866,2,Alaska,AK
Paxson,0226159320,N,2500,2,Alaska,AK
Pedro Bay,0216459540,N,2500,2,Alaska,AK
Pelican,0223259650,N,2500,2,Alaska,AK
Perryville,0216460200,N,2500,2,Alaska,AK
Petersburg,0228060310,N,3207,2,Alaska,AK
Petersville,0217060460,N,2500,2,Alaska,AK
Pilot Point,0216460640,N,53,1,Alaska,AK
Pilot Station,0227060750,N,463,1,Alaska,AK
Pitkas Point,0227060860,N,2500,2,Alaska,AK
Platinum,0205061080,N,64,1,Alaska,AK
Pleasant Valley,0209061120,N,2500,2,Alaska,AK
Point Baker,0220161190,N,2500,2,Alaska,AK
Point Hope,0218561630,N,639,1,Alaska,AK
Point Lay,0218561700,N,2500,2,Alaska,AK
Point MacKenzie,0217061788,N,2500,2,Alaska,AK
Portage Creek,0207062285,N,2500,2,Alaska,AK
Port Alexander,0228062510,N,119,1,Alaska,AK
Port Alsworth,0216462620,N,2500,2,Alaska,AK
Port Clarence,0218063170,N,2500,2,Alaska,AK
Port Graham,0212263280,N,2500,2,Alaska,AK
Port Heiden,0216463390,N,119,1,Alaska,AK
Port Lions,0215063610,N,222,1,Alaska,AK
Port Protection,0220163870,N,2500,2,Alaska,AK
Primrose,0212264240,N,2500,2,Alaska,AK
Prudhoe Bay,0218564380,N,2500,2,Alaska,AK
Quinhagak,0205064600,N,501,1,Alaska,AK
Rampart,0229064820,N,2500,2,Alaska,AK
Red Devil,0205064930,N,2500,2,Alaska,AK
Red Dog Mine,0218864980,N,2500,2,Alaska,AK
Ridgeway,0212265345,N,2500,2,Alaska,AK
Ruby,0229065590,N,170,1,Alaska,AK
Russian Mission,0227065700,N,246,1,Alaska,AK
St. George,0201665800,N,0,1,Alaska,AK
St. Mary's,0227066140,N,0,1,Alaska,AK
St. Michael,0218066360,N,0,1,Alaska,AK
St. Paul,0201666470,N,0,1,Alaska,AK
Salamatof,0212266510,N,2500,2,Alaska,AK
Salcha,0209066550,N,2500,2,Alaska,AK
Sand Point,0201367020,N,878,1,Alaska,AK
Savoonga,0218067460,N,519,1,Alaska,AK
Saxman,0213067570,N,2500,2,Alaska,AK
Scammon Bay,0227067680,N,343,1,Alaska,AK
Selawik,0218868230,N,596,1,Alaska,AK
Seldovia,0212268340,N,316,1,Alaska,AK
Seldovia Village,0212268370,N,2500,2,Alaska,AK
Seward,0212268560,N,2699,2,Alaska,AK
Shageluk,0229068670,N,139,1,Alaska,AK
Shaktoolik,0218068890,N,178,1,Alaska,AK
Sheldon Point (Nunam Iqua),0227069220,N,109,1,Alaska,AK
Shishmaref,0218069770,N,456,1,Alaska,AK
Shungnak,0218870100,N,223,1,Alaska,AK
Silver Springs,0226170320,N,2500,2,Alaska,AK
Sitka,0222070540,N,8588,2,Alaska,AK
Skagway,0223270760,N,2500,2,Alaska,AK
Skwentna,0217070870,N,2500,2,Alaska,AK
Slana,0226170930,N,2500,2,Alaska,AK
Sleetmute,0205071090,N,2500,2,Alaska,AK
Soldotna,0212271640,N,3482,2,Alaska,AK
South Naknek,0206072190,N,2500,2,Alaska,AK
Stebbins,0218072960,N,400,1,Alaska,AK
Sterling,0212273070,N,2500,2,Alaska,AK
Stevens Village,0229073290,N,2500,2,Alaska,AK
Stony River,0205073400,N,2500,2,Alaska,AK
Sunrise,0212273950,N,2500,2,Alaska,AK
Susitna,0217074340,N,2500,2,Alaska,AK
Sutton,0217074500,N,2500,2,Alaska,AK
Sutton-Alpine,0217074525,N,0,1,Alaska,AK
Takotna,0229074610,N,2500,2,Alaska,AK
Talkeetna,0217074830,N,2500,2,Alaska,AK
Tanacross,0224075050,N,2500,2,Alaska,AK
Tanaina,0217075077,N,2500,2,Alaska,AK
Tanana,0229075160,N,345,1,Alaska,AK
Tatitlek,0226175380,N,2500,2,Alaska,AK
Tazlina,0226175480,N,2500,2,Alaska,AK
Teller,0218075930,N,232,1,Alaska,AK
Tenakee Springs,0223276260,N,2500,2,Alaska,AK
Tetlin,0224076590,N,2500,2,Alaska,AK
Thoms Place,0228076970,N,2500,2,Alaska,AK
Thorne Bay,0220177140,N,581,1,Alaska,AK
Togiak,0207077690,N,2500,2,Alaska,AK
Tok,0224077800,N,2500,2,Alaska,AK
Toksook Bay,0205078240,N,420,1,Alaska,AK
Tolsona,0226178297,N,2500,2,Alaska,AK
Tonsina,0226178350,N,2500,2,Alaska,AK
Trapper Creek,0217078680,N,2500,2,Alaska,AK
Tuluksak,0205078790,N,358,1,Alaska,AK
Tuntutuliak,0205079120,N,2500,2,Alaska,AK
Tununak,0205079230,N,316,1,Alaska,AK
Twin Hills,0207079780,N,2500,2,Alaska,AK
Two Rivers,0209079830,N,2500,2,Alaska,AK
Tyonek,0212279890,N,2500,2,Alaska,AK
Ugashik,0216480100,N,2500,2,Alaska,AK
Unalakleet,0218080660,N,714,1,Alaska,AK
Unalaska,0201680770,N,2500,2,Alaska,AK
Upper Kalskag,0205081320,N,2500,2,Alaska,AK
Valdez,0226182200,N,4068,2,Alaska,AK
Venetie,0229082420,N,2500,2,Alaska,AK
Wainwright,0218582750,N,492,1,Alaska,AK
Wales,0218082860,N,161,1,Alaska,AK
Ward Cove,0213082970,N,0,1,Alaska,AK
Wasilla,0217083080,N,4028,2,Alaska,AK
Whale Pass,0220184000,N,2500,2,Alaska,AK
White Mountain,0218084070,N,180,1,Alaska,AK
Whitestone Logging Camp,0223284200,N,2500,2,Alaska,AK
Whittier,0226184510,N,243,1,Alaska,AK
Willow,0217085280,N,2500,2,Alaska,AK
Willow Creek,0226185290,N,2500,2,Alaska,AK
Wiseman,0229085610,N,2500,2,Alaska,AK
Womens Bay,0215085680,N,2500,2,Alaska,AK
Wrangell,0228086380,N,2479,1,Alaska,AK
Y,0217086470,N,2500,2,Alaska,AK
Yakutat,0228286490,N,2500,2,Alaska,AK
Ackerville,0113100292,N,0,1,Alabama,AL
Aimwell,0109100628,N,0,1,Alabama,AL
Alabama Port,0109700772,N,0,1,Alabama,AL
Alberta,0113100916,N,2500,2,Alabama,AL
Alfalfa,0109101216,N,0,1,Alabama,AL
Allen,0102501252,N,0,1,Alabama,AL
Allenton,0113101300,N,0,1,Alabama,AL
Allenville,0106501324,N,0,1,Alabama,AL
Alma,0102501444,N,0,1,Alabama,AL
Annemanie,0113101828,N,0,1,Alabama,AL
Appleton,0105302044,N,0,1,Alabama,AL
Ararat,0102302140,N,0,1,Alabama,AL
Arcola,0106502200,N,0,1,Alabama,AL
Arlington,0113102524,N,2500,2,Alabama,AL
Atmore,0105303004,N,7979,2,Alabama,AL
Augustin,0110503100,N,0,1,Alabama,AL
Awin,0113103484,N,0,1,Alabama,AL
Axis,0109703508,N,2500,2,Alabama,AL
Barlow Bend,0102504084,N,0,1,Alabama,AL
Barnett Crossroads,0105304156,N,0,1,Alabama,AL
Barnwell,0100304228,N,0,1,Alabama,AL
Barrytown,0102304300,N,0,1,Alabama,AL
Bashi,0102504444,N,0,1,Alabama,AL
Bashi,0112904455,N,0,1,Alabama,AL
Battles Wharf,0100304636,N,0,1,Alabama,AL
Bayleys Corner,0109704650,N,0,1,Alabama,AL
Bay Minette,0100304660,N,7804,2,Alabama,AL
Bayou la Batre,0109704684,N,2465,1,Alabama,AL
Beatrice,0109904900,N,436,1,Alabama,AL
Belforest,0100305092,N,0,1,Alabama,AL
Belknap,0104705176,N,0,1,Alabama,AL
Bellamy,0111905188,N,2500,2,Alabama,AL
Bellefontaine,0109705236,N,0,1,Alabama,AL
Belleville,0103505308,N,0,1,Alabama,AL
Bellview,0113105404,N,0,1,Alabama,AL
Belmont,0111905476,N,0,1,Alabama,AL
Beloit,0104705500,N,0,1,Alabama,AL
Benton,0108505692,N,40,1,Alabama,AL
Berlin,0104705835,N,0,1,Alabama,AL
Bermuda,0103505860,N,0,1,Alabama,AL
Bethel,0103506068,N,0,1,Alabama,AL
Bigbee,0112906388,N,0,1,Alabama,AL
Blacksher,0100307192,N,0,1,Alabama,AL
Bladon Springs,0102307240,N,0,1,Alabama,AL
Blalock,0104707276,N,0,1,Alabama,AL
Bogue Chitto,0104707984,N,0,1,Alabama,AL
Bolinger,0102308128,N,0,1,Alabama,AL
Bonita,0100108252,N,0,1,Alabama,AL
Bon Secour,0100308272,N,2500,2,Alabama,AL
Bookers Mill,0103508284,N,0,1,Alabama,AL
Bowles,0103508512,N,0,1,Alabama,AL
Boyd,0111908584,N,0,1,Alabama,AL
Boykin,0105308656,N,0,1,Alabama,AL
Boykin,0113108680,N,2500,2,Alabama,AL
Braggs,0108508896,N,0,1,Alabama,AL
Brantley,0104709040,N,0,1,Alabama,AL
Brantley Crossing,0103509050,N,0,1,Alabama,AL
Brewersville,0111909184,N,0,1,Alabama,AL
Brewton,0105309208,N,5952,2,Alabama,AL
Bridgehead,0100309304,N,0,1,Alabama,AL
Brooklyn,0103509664,N,2500,2,Alabama,AL
Browns,0104709952,N,0,1,Alabama,AL
Brownville,0103510120,N,0,1,Alabama,AL
Bucks,0109710456,N,2500,2,Alabama,AL
Buena Vista,0109910504,N,0,1,Alabama,AL
Burbank,0112910635,N,0,1,Alabama,AL
Burnsville,0104710864,N,0,1,Alabama,AL
Butler,0102311032,N,1785,1,Alabama,AL
Butler Springs,0101311056,N,0,1,Alabama,AL
Cahaba,0104711200,N,0,1,Alabama,AL
Caledonia,0113111392,N,0,1,Alabama,AL
Calvert,0112911488,N,2500,2,Alabama,AL
Camden,0113111512,N,2357,1,Alabama,AL
Campbell,0102511608,N,2500,2,Alabama,AL
Canoe,0105311776,N,0,1,Alabama,AL
Carleys,0113112060,N,0,1,Alabama,AL
Carlowville,0104712088,N,0,1,Alabama,AL
Carlton,0102512112,N,0,1,Alabama,AL
Carpenter,0100312232,N,0,1,Alabama,AL
Carson,0112912352,N,0,1,Alabama,AL
Casemore,0106512448,N,0,1,Alabama,AL
Casey,0104712472,N,0,1,Alabama,AL
Castleberry,0103512496,N,683,1,Alabama,AL
Catherine,0113112544,N,2500,2,Alabama,AL
Cedarville,0106513084,N,0,1,Alabama,AL
Center Point,0102513240,N,0,1,Alabama,AL
Centerville,0103513384,N,0,1,Alabama,AL
Central Mills,0104713600,N,0,1,Alabama,AL
Chance,0102513792,N,0,1,Alabama,AL
Chapel Hill,0112913905,N,0,1,Alabama,AL
Chastang,0109713984,N,0,1,Alabama,AL
Chatom,0112914008,N,1046,1,Alabama,AL
Chestnut,0109914320,N,0,1,Alabama,AL
Chickasaw,0109714392,N,6433,2,Alabama,AL
Chilton,0102514488,N,0,1,Alabama,AL
China,0103514512,N,0,1,Alabama,AL
Choctaw Bluff,0102514776,N,0,1,Alabama,AL
Choctaw City,0102314800,N,0,1,Alabama,AL
Chrysler,0109914920,N,0,1,Alabama,AL
Chunchula,0109714968,N,2500,2,Alabama,AL
Citronelle,0109715064,N,3920,2,Alabama,AL
Claiborne,0109915088,N,0,1,Alabama,AL
Clay City,0100315280,N,0,1,Alabama,AL
Clayhill,0109115328,N,0,1,Alabama,AL
Coatopa,0111916072,N,0,1,Alabama,AL
Coden,0109716192,N,2500,2,Alabama,AL
Coffeeville,0102516264,N,434,1,Alabama,AL
Collirene,0108516624,N,0,1,Alabama,AL
Commerce,0103516890,N,0,1,Alabama,AL
Consul,0109117008,N,0,1,Alabama,AL
Cooks Crossroads,0103517040,N,0,1,Alabama,AL
Copeland,0112917248,N,0,1,Alabama,AL
Cortelyou,0112917584,N,0,1,Alabama,AL
Coxheath,0109118125,N,0,1,Alabama,AL
Creola,0109718304,N,2243,1,Alabama,AL
Cromwell,0102318640,N,2500,2,Alabama,AL
Crossroads,0100318760,N,0,1,Alabama,AL
Crumptonia,0104718940,N,0,1,Alabama,AL
Cuba,0111918952,N,376,1,Alabama,AL
Cullomburg,0102319024,N,0,1,Alabama,AL
Cyril,0102319312,N,0,1,Alabama,AL
Damascus,0105319480,N,0,1,Alabama,AL
Daphne,0100319648,N,14972,3,Alabama,AL
Dauphin Island,0109719744,N,826,1,Alabama,AL
Dawes,0109719864,N,0,1,Alabama,AL
Dayton,0109119912,N,76,1,Alabama,AL
Deans,0103519920,N,0,1,Alabama,AL
Deer Park,0112920152,N,2500,2,Alabama,AL
Delchamps,0109720224,N,0,1,Alabama,AL
Demopolis,0109120296,N,7623,2,Alabama,AL
Derby,0111920380,N,0,1,Alabama,AL
Dickinson,0102520536,N,2500,2,Alabama,AL
Dixon Corner,0109720848,N,0,1,Alabama,AL
Dixonville,0105320896,N,0,1,Alabama,AL
D'Olive,0100321070,N,0,1,Alabama,AL
Drewry,0109921472,N,0,1,Alabama,AL
Dry Forks,0113121544,N,0,1,Alabama,AL
East Brewton,0105322216,N,2561,2,Alabama,AL
Edna,0102323104,N,0,1,Alabama,AL
Elberta,0100323320,N,510,1,Alabama,AL
Eliska,0109923464,N,0,1,Alabama,AL
Elsanor,0100323728,N,0,1,Alabama,AL
Escatawpa,0112924328,N,0,1,Alabama,AL
Estelle,0113124376,N,0,1,Alabama,AL
Evergreen,0100124784,N,0,1,Alabama,AL
Evergreen,0103524808,N,3813,2,Alabama,AL
Excel,0109924880,N,581,1,Alabama,AL
Exmoor,0109124904,N,0,1,Alabama,AL
Fairford,0112925216,N,0,1,Alabama,AL
Fairhope,0100325240,N,12045,3,Alabama,AL
Fairnelson,0103525300,N,0,1,Alabama,AL
Fairview,0103525360,N,0,1,Alabama,AL
Fairview,0109725534,N,0,1,Alabama,AL
Farmersville,0108525744,N,0,1,Alabama,AL
Fatama,0113125792,N,0,1,Alabama,AL
Faunsdale,0109125816,N,94,1,Alabama,AL
Fernland,0109725960,N,0,1,Alabama,AL
Finley Crossing,0102526032,N,0,1,Alabama,AL
Five Points,0104726272,N,0,1,Alabama,AL
Flatwood,0113126656,N,0,1,Alabama,AL
Flomaton,0105326824,N,1808,1,Alabama,AL
Foley,0100326992,N,6433,2,Alabama,AL
Forest Home,0101327304,N,2500,2,Alabama,AL
Fort Stoddard,0109727664,N,0,1,Alabama,AL
Fostoria,0108527736,N,0,1,Alabama,AL
Fountain,0109927760,N,0,1,Alabama,AL
Fowl River,0109727880,N,0,1,Alabama,AL
Franklin,0109928048,N,2500,2,Alabama,AL
Frankville,0112928096,N,2500,2,Alabama,AL
Freemanville,0105328144,N,0,1,Alabama,AL
Fremont,0100128168,N,0,1,Alabama,AL
Frisco City,0109928312,N,1590,1,Alabama,AL
Fruitdale,0112928408,N,2500,2,Alabama,AL
Fulton,0102528504,N,388,1,Alabama,AL
Furman,0113128624,N,0,1,Alabama,AL
Gainestown,0102528744,N,2500,2,Alabama,AL
Gallion,0106528840,N,0,1,Alabama,AL
Garland,0101329128,N,0,1,Alabama,AL
Gaston,0111929235,N,0,1,Alabama,AL
Gastonburg,0113129248,N,0,1,Alabama,AL
Gateswood,0100329280,N,0,1,Alabama,AL
Georgetown,0109729512,N,0,1,Alabama,AL
Georgiana,0101329560,N,1874,1,Alabama,AL
Gilbertown,0102329704,N,214,1,Alabama,AL
Goodway,0109930664,N,0,1,Alabama,AL
Gordonville,0108530808,N,2500,2,Alabama,AL
Gosport,0102530904,N,0,1,Alabama,AL
Grace,0101330940,N,0,1,Alabama,AL
Grand Bay,0109731024,N,2500,2,Alabama,AL
Green Street,0103531800,N,0,1,Alabama,AL
Greenwood,0102531936,N,0,1,Alabama,AL
Grove Hill,0102532080,N,1506,1,Alabama,AL
Gulf Crest,0109732248,N,0,1,Alabama,AL
Gulf Shores,0100332272,N,4029,2,Alabama,AL
Half Acre,0109132728,N,0,1,Alabama,AL
Half Chance,0109132740,N,0,1,Alabama,AL
Halls Crossroads,0109932770,N,0,1,Alabama,AL
Halsell,0102332800,N,0,1,Alabama,AL
Hamburg,0110532824,N,0,1,Alabama,AL
Hampden,0109132944,N,0,1,Alabama,AL
Harrell,0104733280,N,0,1,Alabama,AL
Hazen,0104733832,N,0,1,Alabama,AL
Herbert,0109934240,N,0,1,Alabama,AL
Heron Bay,0109734264,N,0,1,Alabama,AL
Hinton,0102334936,N,0,1,Alabama,AL
Hixon,0111935015,N,0,1,Alabama,AL
Hoboken,0109135104,N,0,1,Alabama,AL
Hugo,0109136568,N,0,1,Alabama,AL
Hurricane,0100337072,N,0,1,Alabama,AL
Huxford,0105337168,N,2500,2,Alabama,AL
Hybart,0109937216,N,0,1,Alabama,AL
Intercourse,0111937730,N,0,1,Alabama,AL
Irvington,0109737912,N,15000,3,Alabama,AL
Isney,0102338008,N,0,1,Alabama,AL
Jachin,0102338080,N,2500,2,Alabama,AL
Jackson,0102538152,N,6117,2,Alabama,AL
Jack Springs,0105338296,N,0,1,Alabama,AL
Jeddo,0109938464,N,0,1,Alabama,AL
Jefferson,0109138536,N,0,1,Alabama,AL
Johnsonville,0103538848,N,0,1,Alabama,AL
Jones,0100138872,N,2500,2,Alabama,AL
Josephine,0100339208,N,0,1,Alabama,AL
Keego,0105339352,N,0,1,Alabama,AL
Kimbrough,0113139904,N,0,1,Alabama,AL
Kings Landing,0104739952,N,0,1,Alabama,AL
Kinterbish,0111940120,N,0,1,Alabama,AL
Kirkland,0105340192,N,0,1,Alabama,AL
Koenton,0112940360,N,0,1,Alabama,AL
Kushla,0109740456,N,0,1,Alabama,AL
Lamison,0113141128,N,0,1,Alabama,AL
Land,0102341152,N,0,1,Alabama,AL
Laneville,0106541310,N,0,1,Alabama,AL
Lasca,0109141584,N,0,1,Alabama,AL
Latham,0100341608,N,0,1,Alabama,AL
Lavaca,0102341728,N,0,1,Alabama,AL
Lenox,0103542232,N,0,1,Alabama,AL
Leroy,0112942304,N,2500,2,Alabama,AL
Lillian,0100342928,N,2500,2,Alabama,AL
Linden,0109143240,N,2493,1,Alabama,AL
Lisman,0102343384,N,453,1,Alabama,AL
Little River,0100343480,N,2500,2,Alabama,AL
Little Rock,0105343528,N,0,1,Alabama,AL
Livingston,0111943720,N,3628,2,Alabama,AL
London,0103544008,N,0,1,Alabama,AL
Loree,0103544248,N,0,1,Alabama,AL
Lower Peach Tree,0113144464,N,2500,2,Alabama,AL
Loxley,0100344608,N,1378,1,Alabama,AL
Lyeffion,0103544776,N,0,1,Alabama,AL
Macedonia,0108545290,N,0,1,Alabama,AL
McIntosh,0112945472,N,252,1,Alabama,AL
MC Williams,0113145760,N,0,1,Alabama,AL
Magnolia,0109146000,N,2500,2,Alabama,AL
Magnolia Beach,0100346024,N,0,1,Alabama,AL
Magnolia Springs,0100346072,N,2500,2,Alabama,AL
Malbis,0100346168,N,0,1,Alabama,AL
Malcolm,0112946192,N,2500,2,Alabama,AL
Malta,0105346240,N,0,1,Alabama,AL
Manila,0104746365,N,0,1,Alabama,AL
Manningham,0101346408,N,0,1,Alabama,AL
Marengo,0109146675,N,0,1,Alabama,AL
Marion Junction,0104746792,N,2500,2,Alabama,AL
Marlow,0100346912,N,0,1,Alabama,AL
Martin,0104747032,N,0,1,Alabama,AL
Martinville,0105347104,N,0,1,Alabama,AL
Massillon,0104747296,N,0,1,Alabama,AL
Mauvilla,0109747440,N,0,1,Alabama,AL
Megargel,0109947848,N,2500,2,Alabama,AL
Melrose,0103547920,N,0,1,Alabama,AL
Melvin,0102348040,N,2500,2,Alabama,AL
Mexia,0109948256,N,2500,2,Alabama,AL
Midway,0109948544,N,0,1,Alabama,AL
Miflin,0100348592,N,0,1,Alabama,AL
Miller,0109148736,N,0,1,Alabama,AL
Millers Ferry,0113148760,N,0,1,Alabama,AL
Millry,0112948832,N,809,1,Alabama,AL
Millville,0111948910,N,0,1,Alabama,AL
Milton,0100148952,N,0,1,Alabama,AL
Mineola,0109948990,N,0,1,Alabama,AL
Minter,0104749120,N,2500,2,Alabama,AL
Mixonville,0103549260,N,0,1,Alabama,AL
Mobile,0109750000,N,202581,5,Alabama,AL
Mollie,0102350072,N,0,1,Alabama,AL
Monroeville,0109950192,N,7017,2,Alabama,AL
Monterey,0101350264,N,0,1,Alabama,AL
Montrose,0100351072,N,2500,2,Alabama,AL
Moores Valley,0109151230,N,0,1,Alabama,AL
Morvin,0102551480,N,2500,2,Alabama,AL
Moscow,0109151490,N,0,1,Alabama,AL
Mount Vernon,0109752608,N,1081,1,Alabama,AL
Movico,0109752680,N,0,1,Alabama,AL
Mulberry,0100152745,N,0,1,Alabama,AL
Myrtlewood,0109153112,N,194,1,Alabama,AL
Nanafalia,0109153208,N,2500,2,Alabama,AL
Natchez,0109953328,N,0,1,Alabama,AL
Nave,0110553430,N,0,1,Alabama,AL
Needham,0102353472,N,95,1,Alabama,AL
Neenah,0113153592,N,0,1,Alabama,AL
Nellie,0113153616,N,0,1,Alabama,AL
Newbern,0106553784,N,221,1,Alabama,AL
Nichburg,0103554624,N,0,1,Alabama,AL
Nicholsville,0109154648,N,0,1,Alabama,AL
Nokomis,0105354792,N,0,1,Alabama,AL
Norman,0110554870,N,0,1,Alabama,AL
Nymph,0103555512,N,0,1,Alabama,AL
Oak Grove,0106555665,N,0,1,Alabama,AL
Oak Hill,0113155848,N,26,1,Alabama,AL
Octagon,0109156328,N,0,1,Alabama,AL
Odom Crossroads,0101356430,N,0,1,Alabama,AL
Old Spring Hill,0109156736,N,0,1,Alabama,AL
Old Texas,0109956760,N,0,1,Alabama,AL
Old Town,0104756808,N,0,1,Alabama,AL
Ollie,0109956865,N,0,1,Alabama,AL
Orange Beach,0100357144,N,3327,2,Alabama,AL
Orrville,0104757240,N,256,1,Alabama,AL
Owassa,0103557456,N,0,1,Alabama,AL
Palmers Crossroads,0109957792,N,0,1,Alabama,AL
Parker Springs,0105358115,N,0,1,Alabama,AL
Paul,0103558440,N,0,1,Alabama,AL
Payneville,0111958520,N,0,1,Alabama,AL
Peace,0100158530,N,0,1,Alabama,AL
Pebble Hill,0113158765,N,0,1,Alabama,AL
Pelham,0102358840,N,0,1,Alabama,AL
Pennington,0102358968,N,299,1,Alabama,AL
Perdido,0100359064,N,2500,2,Alabama,AL
Perdido Beach,0100359088,N,0,1,Alabama,AL
Perdue Hill,0109959112,N,2500,2,Alabama,AL
Perryville,0110559208,N,0,1,Alabama,AL
Peterman,0109959232,N,2500,2,Alabama,AL
Petronia,0108559352,N,0,1,Alabama,AL
Phillipsville,0100359544,N,0,1,Alabama,AL
Pine Apple,0113159880,N,349,1,Alabama,AL
Pinebelt,0104759952,N,0,1,Alabama,AL
Pine Hill,0113160240,N,405,1,Alabama,AL
Pine Orchard,0109960360,N,0,1,Alabama,AL
Pin Hook,0109160560,N,0,1,Alabama,AL
Pleasant Hill,0104761104,N,0,1,Alabama,AL
Pleasant Hill,0105361152,N,0,1,Alabama,AL
Poarch,0105361416,N,0,1,Alabama,AL
Point Clear,0100361488,N,2500,2,Alabama,AL
Polk,0104761512,N,0,1,Alabama,AL
Pollard,0105361536,N,99,1,Alabama,AL
Potter,0104762016,N,0,1,Alabama,AL
Prairie,0113162208,N,0,1,Alabama,AL
Prairieville,0106562232,N,0,1,Alabama,AL
Prestwick,0112962424,N,0,1,Alabama,AL
Prichard,0109762496,N,32887,4,Alabama,AL
Providence,0101362640,N,0,1,Alabama,AL
Providence,0109162688,N,318,1,Alabama,AL
Pushmataha,0102362928,N,0,1,Alabama,AL
Putnam,0109162952,N,0,1,Alabama,AL
Rabb,0103563096,N,0,1,Alabama,AL
Rabun,0100363192,N,0,1,Alabama,AL
Radford,0110563205,N,0,1,Alabama,AL
Range,0103563456,N,0,1,Alabama,AL
Red Springs,0102363880,N,0,1,Alabama,AL
Redtown,0100363940,N,0,1,Alabama,AL
Rehoboth,0113164176,N,0,1,Alabama,AL
